"parcel_id","neighborhood","sale_price","avg_price","price_ratio","investment_flag"
"071 05 0 258.00","3527",97900,"172379","0.57","Underpriced"
"104 16 0 136.00","2226",400000,"702381","0.57","Underpriced"
"083 01 0 204.00","3628",120000,"208757","0.57","Underpriced"
"092 06 0 261.00","1129",60000,"104493","0.57","Underpriced"
"092 10 0 223.00","1129",59500,"104493","0.57","Underpriced"
"052 01 0 297.00","6927",66000,"116061","0.57","Underpriced"
"120 02 0 017.00","3026",58000,"102347","0.57","Underpriced"
"148 13 0 091.00","3927",80000,"141184","0.57","Underpriced"
"128 14 0 218.00","6732",105000,"183683","0.57","Underpriced"
"150 04 0 001.00","4291",75500,"133126","0.57","Underpriced"
"083 06 0 367.00","2326",210000,"365735","0.57","Underpriced"
"061 15 0 142.00","7328",136000,"240699","0.57","Underpriced"
"086 16 0 011.00","6229",88000,"155407","0.57","Underpriced"
"133 14 0 023.00","4026",155000,"271986","0.57","Underpriced"
"094 01 0 244.00","2328",136900,"238504","0.57","Underpriced"
"060 01 0 156.00","4826",55000,"96607","0.57","Underpriced"
"043 13 0 403.00","6927",66000,"116061","0.57","Underpriced"
"116 04 0 137.00","3227",450000,"796178","0.57","Underpriced"
"145 12 0 015.00","9529",475000,"827009","0.57","Underpriced"
"132 13 0 069.00","9529",475000,"827009","0.57","Underpriced"
"081 03 0 299.00","226",62500,"109880","0.57","Underpriced"
"061 15 0 102.00","7328",138000,"240699","0.57","Underpriced"
"083 09 0 380.00","2326",210000,"365735","0.57","Underpriced"
"131 12 0 058.00","3727",355000,"617802","0.57","Underpriced"
"131 08 0 050.00","3727",350000,"617802","0.57","Underpriced"
"081 07 0 141.00","226",62500,"109880","0.57","Underpriced"
"162 01 0 119.00","3929",71000,"125431","0.57","Underpriced"
"120 01 0 061.00","3026",58000,"102347","0.57","Underpriced"
"150 11 0 155.00","6027",80000,"139199","0.57","Underpriced"
"095 08 0 075.00","4130",95000,"165917","0.57","Underpriced"
"058 15 0 137.00","3532",71500,"125687","0.57","Underpriced"
"082 16 0 320.00","2326",210000,"365735","0.57","Underpriced"
"083 06 0 139.00","2726",165000,"288925","0.57","Underpriced"
"114 00 0 133.00","6736",179000,"311998","0.57","Underpriced"
"116 16 0 022.00","3228",370000,"652244","0.57","Underpriced"
"117 08 0 264.00","3726",255000,"448188","0.57","Underpriced"
"053 03 0 307.00","6226",77500,"135658","0.57","Underpriced"
"050 00 0 015.00","4831",67250,"118486","0.57","Underpriced"
"146 14 0 015.00","9529",475000,"827009","0.57","Underpriced"
"094 01 0 453.00","2328",135000,"238504","0.57","Underpriced"
"132 01 0 002.00","3727",355000,"617802","0.57","Underpriced"
"083 06 0 062.00","2726",165000,"288925","0.57","Underpriced"
"092 05 0 265.00","1127",65000,"113519","0.57","Underpriced"
"082 04 0 384.00","3628",120000,"208757","0.57","Underpriced"
"130 07 0 022.00","9026",820000,"1426267","0.57","Underpriced"
"133 14 0 070.00","4026",154000,"271986","0.57","Underpriced"
"083 06 0 214.00","2726",165000,"288925","0.57","Underpriced"
"129 08 0 107.00","4327",440000,"777740","0.57","Underpriced"
"108 12 0 008.00","4132",79900,"140536","0.57","Underpriced"
"116 12 0 036.00","3228",373000,"652244","0.57","Underpriced"
"082 07 0 377.00","2026",112000,"197491","0.57","Underpriced"
"071 08 0 115.00","4832",70000,"122360","0.57","Underpriced"
"075 13 0 198.00","6233",80000,"139410","0.57","Underpriced"
"103 12 0 119.00","2626",390000,"689119","0.57","Underpriced"
"083 03 0 066.00","2726",165000,"288925","0.57","Underpriced"
"033 00 0 188.00","6930",118000,"205363","0.57","Underpriced"
"105 13 0 318.00","1626",275000,"485564","0.57","Underpriced"
"104 16 0 273.00","2226",400000,"702381","0.57","Underpriced"
"083 01 0 316.00","2726",165900,"288925","0.57","Underpriced"
"095 08 0 050.00","4130",94500,"165917","0.57","Underpriced"
"041 12 0 123.00","6931",94000,"163888","0.57","Underpriced"
"095 10 0 115.00","4130",95000,"165917","0.57","Underpriced"
"051 03 0 138.00","6928",85000,"150077","0.57","Underpriced"
"130 09 0 013.00","4327",440000,"777740","0.57","Underpriced"
"103 12 0 042.00","2626",396000,"689119","0.57","Underpriced"
"034 13 0 185.00","6950",64900,"112923","0.57","Underpriced"
"071 09 0 087.00","3527",99000,"172379","0.57","Underpriced"
"116 12 0 048.00","3228",372500,"652244","0.57","Underpriced"
"072 14 0 431.00","3627",110000,"193530","0.57","Underpriced"
"083 04 0 133.00","3626",128500,"223658","0.57","Underpriced"
"104 13 0 083.00","2626",392500,"689119","0.57","Underpriced"
"083 10 0 233.00","2326",207000,"365735","0.57","Underpriced"
"162 01 0 010.00","3927",80000,"141184","0.57","Underpriced"
"060 04 0 073.00","4829",78000,"137362","0.57","Underpriced"
"061 03 0 120.00","7332",114000,"199703","0.57","Underpriced"
"061 16 0 100.00","7328",137800,"240699","0.57","Underpriced"
"094 01 0 079.00","2328",137000,"238504","0.57","Underpriced"
"061 16 0 263.00","7328",136001,"240699","0.57","Underpriced"
"072 10 0 316.00","3627",110000,"193530","0.57","Underpriced"
"072 07 0 022.00","7328",136500,"240699","0.57","Underpriced"
"116 12 0 145.00","3228",375000,"652244","0.57","Underpriced"
"144 16 0 031.00","9226",485000,"844165","0.57","Underpriced"
"060 12 0 140.00","4832",70000,"122360","0.57","Underpriced"
"104 15 0 444.00","2226",400000,"702381","0.57","Underpriced"
"142 14 0 202.00","6737",120000,"211174","0.57","Underpriced"
"072 14 0 416.00","2726",166000,"288925","0.57","Underpriced"
"072 14 0 417.00","2726",166000,"288925","0.57","Underpriced"
"082 03 0 126.00","2026",112000,"197491","0.57","Underpriced"
"105 01 0 624.00","1026",214000,"377237","0.57","Underpriced"
"132 16 0 074.00","4026",155000,"271986","0.57","Underpriced"
"098 05 0 117.00","6235",112000,"196494","0.57","Underpriced"
"095 08 0 051.00","4130",94900,"165917","0.57","Underpriced"
"092 02 0 202.00","1127",65000,"113519","0.57","Underpriced"
"091 13 0 092.00","3329",88000,"153487","0.57","Underpriced"
"092 07 0 122.00","1129",60000,"104493","0.57","Underpriced"
"071 12 0 058.00","3426",96500,"168290","0.57","Underpriced"
"105 14 0 311.00","1626",275000,"485564","0.57","Underpriced"
"091 07 0 074.00","1226",143000,"251441","0.57","Underpriced"
"107 14 0 067.00","3026",58723,"102347","0.57","Underpriced"
"147 02 0 086.00","4026",155000,"271986","0.57","Underpriced"
"043 07 0 046.00","6950",64355,"112923","0.57","Underpriced"
"117 16 0 026.00","3727",351878,"617802","0.57","Underpriced"
"072 11 0 172.00","3627",110000,"193530","0.57","Underpriced"
"119 15 0 028.00","3131",89000,"155391","0.57","Underpriced"
"098 05 0 103.00","6235",111850,"196494","0.57","Underpriced"
"081 07 0 356.00","226",62500,"109880","0.57","Underpriced"
"145 09 0 065.00","9226",477500,"844165","0.57","Underpriced"
"082 04 0 373.00","3628",119000,"208757","0.57","Underpriced"
"132 05 0 093.00","3727",350000,"617802","0.57","Underpriced"
"075 09 0 046.00","6233",80000,"139410","0.57","Underpriced"
"147 04 0 046.00","3927",80000,"141184","0.57","Underpriced"
"120 01 0 052.00","3026",58000,"102347","0.57","Underpriced"
"103 06 0 080.00","3339",143500,"252851","0.57","Underpriced"
"161 07 0 131.00","4028",113000,"197237","0.57","Underpriced"
"117 10 0 073.00","3227",450000,"796178","0.57","Underpriced"
"094 05 0 093.00","2328",135500,"238504","0.57","Underpriced"
"130 01 0 018.00","4429",350000,"618787","0.57","Underpriced"
"080 08 0 064.00","3536",54000,"94074","0.57","Underpriced"
"053 12 0 129.00","6231",97900,"171226","0.57","Underpriced"
"080 12 0 059.00","3536",53797,"94074","0.57","Underpriced"
"119 13 0 081.00","3179",83000,"145798","0.57","Underpriced"
"117 16 0 188.00","3727",349500,"617802","0.57","Underpriced"
"148 00 0 206.00","3827",67450,"118022","0.57","Underpriced"
"118 05 0 009.00","2226",400000,"702381","0.57","Underpriced"
"059 16 0 267.00","3527",98500,"172379","0.57","Underpriced"
"081 16 0 277.00","126",150000,"263041","0.57","Underpriced"
"051 12 0 063.00","6927",66000,"116061","0.57","Underpriced"
"083 01 0 345.00","2726",165000,"288925","0.57","Underpriced"
"146 04 0 187.00","4026",156000,"271986","0.57","Underpriced"
"094 05 0 039.00","2328",137000,"238504","0.57","Underpriced"
"094 01 0 463.00","2328",135000,"238504","0.57","Underpriced"
"072 03 0 111.00","7328",137500,"240699","0.57","Underpriced"
"130 08 0 067.00","3229",550000,"970875","0.57","Underpriced"
"082 16 0 352.00","2326",208500,"365735","0.57","Underpriced"
"091 15 0 209.00","2526",255750,"448384","0.57","Underpriced"
"081 08 0 289.00","126",150000,"263041","0.57","Underpriced"
"083 06 0 001.00","2726",165000,"288925","0.57","Underpriced"
"115 16 0 078.00","4429",350000,"618787","0.57","Underpriced"
"071 11 0 126.00","3426",97000,"168290","0.58","Underpriced"
"059 16 0 011.00","3534",72500,"124582","0.58","Underpriced"
"117 03 0 097.00","3226",340000,"590033","0.58","Underpriced"
"132 07 0 008.00","9527",882700,"1521698","0.58","Underpriced"
"133 08 0 007.00","3131",90000,"155391","0.58","Underpriced"
"158 11 0 007.00","9226",490000,"844165","0.58","Underpriced"
"103 03 0 043.00","2526",262000,"448384","0.58","Underpriced"
"072 16 0 168.00","3626",130000,"223658","0.58","Underpriced"
"071 11 0 242.00","3426",98000,"168290","0.58","Underpriced"
"116 16 0 167.00","3228",380793,"652244","0.58","Underpriced"
"061 11 0 044.00","7332",116000,"199703","0.58","Underpriced"
"104 05 0 027.00","2526",259000,"448384","0.58","Underpriced"
"103 10 0 001.00","4427",390000,"674944","0.58","Underpriced"
"053 12 0 233.00","6231",100000,"171226","0.58","Underpriced"
"043 05 0 091.00","6950",65000,"112923","0.58","Underpriced"
"118 13 0 252.00","3726",260000,"448188","0.58","Underpriced"
"075 11 0 229.00","6228",82900,"143937","0.58","Underpriced"
"043 07 0 117.00","6950",65200,"112923","0.58","Underpriced"
"071 15 0 338.00","2026",115000,"197491","0.58","Underpriced"
"071 15 0 341.00","2026",115000,"197491","0.58","Underpriced"
"133 07 0 144.00","3131",90000,"155391","0.58","Underpriced"
"162 13 0 122.00","4079",73000,"126870","0.58","Underpriced"
"095 11 0 067.00","4130",96100,"165917","0.58","Underpriced"
"073 03 0 010.00","4127",109900,"190624","0.58","Underpriced"
"129 08 0 133.00","4327",450000,"777740","0.58","Underpriced"
"146 10 0 024.00","9529",479900,"827009","0.58","Underpriced"
"084 01 0 047.00","3626",130000,"223658","0.58","Underpriced"
"083 07 0 177.00","2726",166500,"288925","0.58","Underpriced"
"104 06 0 227.00","2426",315000,"544964","0.58","Underpriced"
"053 12 0 035.00","6231",99900,"171226","0.58","Underpriced"
"118 13 0 241.00","9528",345000,"589973","0.58","Underpriced"
"053 16 0 145.00","6231",98700,"171226","0.58","Underpriced"
"117 03 0 073.00","3226",340000,"590033","0.58","Underpriced"
"094 01 0 231.00","2328",138000,"238504","0.58","Underpriced"
"132 09 0 011.00","3727",359000,"617802","0.58","Underpriced"
"103 03 0 083.00","2526",260000,"448384","0.58","Underpriced"
"084 12 0 047.00","4127",111250,"190624","0.58","Underpriced"
"043 09 0 348.00","6950",65500,"112923","0.58","Underpriced"
"083 05 0 066.00","3628",122000,"208757","0.58","Underpriced"
"072 13 0 212.00","3628",122000,"208757","0.58","Underpriced"
"081 15 0 097.00","226",63500,"109880","0.58","Underpriced"
"103 08 0 077.00","2526",260000,"448384","0.58","Underpriced"
"072 06 0 127.00","3628",121400,"208757","0.58","Underpriced"
"072 07 0 085.00","7328",140000,"240699","0.58","Underpriced"
"102 08 0 007.00","4426",202500,"347891","0.58","Underpriced"
"104 15 0 163.00","2426",315000,"544964","0.58","Underpriced"
"083 07 0 065.00","2726",169000,"288925","0.58","Underpriced"
"133 01 0 029.00","3179",84000,"145798","0.58","Underpriced"
"103 08 0 081.00","2526",260975,"448384","0.58","Underpriced"
"134 02 0 046.00","3027",90000,"153984","0.58","Underpriced"
"105 01 0 578.00","1026",217500,"377237","0.58","Underpriced"
"133 07 0 195.00","3131",90000,"155391","0.58","Underpriced"
"043 09 0 347.00","6950",65000,"112923","0.58","Underpriced"
"147 01 0 194.00","4026",157000,"271986","0.58","Underpriced"
"071 09 0 142.00","3527",100000,"172379","0.58","Underpriced"
"094 01 0 033.00","2328",139000,"238504","0.58","Underpriced"
"129 12 0 112.00","4327",450000,"777740","0.58","Underpriced"
"105 11 0 121.00","3127",145000,"252002","0.58","Underpriced"
"083 04 0 111.00","3626",129000,"223658","0.58","Underpriced"
"098 05 0 158.00","6235",114900,"196494","0.58","Underpriced"
"072 07 0 331.00","7328",140000,"240699","0.58","Underpriced"
"052 08 0 118.00","6926",92500,"160188","0.58","Underpriced"
"094 01 0 349.00","2328",137500,"238504","0.58","Underpriced"
"081 02 0 157.00","3326",50000,"86160","0.58","Underpriced"
"081 16 0 330.00","326",143000,"246853","0.58","Underpriced"
"091 08 0 058.00","1127",66000,"113519","0.58","Underpriced"
"103 03 0 215.00","2526",259900,"448384","0.58","Underpriced"
"147 01 0 062.00","4026",157500,"271986","0.58","Underpriced"
"130 04 0 046.00","3229",561110,"970875","0.58","Underpriced"
"094 01 0 306.00","2328",138600,"238504","0.58","Underpriced"
"118 09 0 265.00","3726",259900,"448188","0.58","Underpriced"
"132 10 0 037.00","9527",889000,"1521698","0.58","Underpriced"
"129 08 0 030.00","4326",168500,"292087","0.58","Underpriced"
"025 16 0 080.00","9326",93000,"159738","0.58","Underpriced"
"049 00 0 100.00","4927",61500,"105694","0.58","Underpriced"
"118 01 0 310.00","1626",280000,"485564","0.58","Underpriced"
"061 10 0 170.00","7332",115000,"199703","0.58","Underpriced"
"108 16 0 095.00","4132",81000,"140536","0.58","Underpriced"
"131 10 0 003.00","9226",489000,"844165","0.58","Underpriced"
"120 09 0 121.00","3027",89900,"153984","0.58","Underpriced"
"117 04 0 224.00","2229",287500,"495294","0.58","Underpriced"
"116 13 0 006.00","4429",360000,"618787","0.58","Underpriced"
"109 01 0 004.00","4132",81600,"140536","0.58","Underpriced"
"072 03 0 219.00","7328",140600,"240699","0.58","Underpriced"
"131 08 0 010.00","3727",360000,"617802","0.58","Underpriced"
"072 02 0 091.00","7332",115000,"199703","0.58","Underpriced"
"052 01 0 233.00","6927",67200,"116061","0.58","Underpriced"
"104 05 0 141.00","2526",260000,"448384","0.58","Underpriced"
"130 10 0 086.00","9026",822500,"1426267","0.58","Underpriced"
"130 01 0 118.00","4327",449000,"777740","0.58","Underpriced"
"104 16 0 137.00","2226",410000,"702381","0.58","Underpriced"
"118 01 0 404.00","1626",280000,"485564","0.58","Underpriced"
"091 11 0 066.00","1226",145000,"251441","0.58","Underpriced"
"072 08 0 134.00","7330",118650,"203936","0.58","Underpriced"
"081 06 0 447.00","3326",50000,"86160","0.58","Underpriced"
"120 09 0 081.00","3027",90000,"153984","0.58","Underpriced"
"119 01 0 470.00","3130",84000,"145811","0.58","Underpriced"
"061 07 0 215.00","7332",115250,"199703","0.58","Underpriced"
"043 13 0 286.00","6927",67646,"116061","0.58","Underpriced"
"148 13 0 082.00","3927",82500,"141184","0.58","Underpriced"
"071 15 0 430.00","2026",115000,"197491","0.58","Underpriced"
"145 12 0 009.00","9529",477500,"827009","0.58","Underpriced"
"043 09 0 361.00","6950",65500,"112923","0.58","Underpriced"
"145 10 0 025.00","9226",490000,"844165","0.58","Underpriced"
"103 12 0 006.00","2626",399000,"689119","0.58","Underpriced"
"133 07 0 237.00","3131",90000,"155391","0.58","Underpriced"
"073 09 0 179.00","7331",125000,"213869","0.58","Underpriced"
"061 16 0 261.00","7328",140000,"240699","0.58","Underpriced"
"073 07 0 021.00","4127",110000,"190624","0.58","Underpriced"
"119 06 0 364.00","3130",85000,"145811","0.58","Underpriced"
"116 08 0 030.00","3227",463500,"796178","0.58","Underpriced"
"084 13 0 001.00","4129",88000,"151691","0.58","Underpriced"
"116 04 0 118.00","3227",465000,"796178","0.58","Underpriced"
"117 08 0 123.00","2226",405000,"702381","0.58","Underpriced"
"132 05 0 057.00","3727",359900,"617802","0.58","Underpriced"
"081 11 0 139.00","3326",50000,"86160","0.58","Underpriced"
"119 13 0 211.00","3179",85000,"145798","0.58","Underpriced"
"065 09 0 083.00","6228",84000,"143937","0.58","Underpriced"
"064 01 0 017.00","6227",222500,"385377","0.58","Underpriced"
"158 08 0 017.00","9226",490000,"844165","0.58","Underpriced"
"091 10 0 025.00","3329",89118,"153487","0.58","Underpriced"
"092 02 0 285.00","3326",50000,"86160","0.58","Underpriced"
"115 12 0 014.00","4429",360000,"618787","0.58","Underpriced"
"105 11 0 182.00","3127",145025,"252002","0.58","Underpriced"
"132 14 0 058.00","9529",480000,"827009","0.58","Underpriced"
"084 01 0 126.00","3626",130000,"223658","0.58","Underpriced"
"103 16 0 093.00","3227",465000,"796178","0.58","Underpriced"
"081 11 0 081.00","3326",50000,"86160","0.58","Underpriced"
"119 16 0 084.00","3129",80000,"137745","0.58","Underpriced"
"108 12 0 013.00","4132",82000,"140536","0.58","Underpriced"
"083 03 0 356.00","3626",130000,"223658","0.58","Underpriced"
"071 08 0 201.00","4832",70700,"122360","0.58","Underpriced"
"133 13 0 052.00","4026",160000,"271986","0.59","Underpriced"
"042 04 0 098.00","6929",80000,"136552","0.59","Underpriced"
"053 13 0 109.00","6926",94500,"160188","0.59","Underpriced"
"061 15 0 372.00","7328",141500,"240699","0.59","Underpriced"
"034 05 0 072.00","9327",75000,"127022","0.59","Underpriced"
"116 16 0 154.00","3228",385000,"652244","0.59","Underpriced"
"082 12 0 248.00","1926",130000,"222213","0.59","Underpriced"
"094 01 0 447.00","2328",140000,"238504","0.59","Underpriced"
"130 16 0 047.00","9226",500000,"844165","0.59","Underpriced"
"131 02 0 161.00","3727",365000,"617802","0.59","Underpriced"
"108 08 0 088.00","4132",83500,"140536","0.59","Underpriced"
"108 08 0 218.00","4132",83500,"140536","0.59","Underpriced"
"104 12 0 258.00","2226",412000,"702381","0.59","Underpriced"
"091 10 0 152.00","3329",90000,"153487","0.59","Underpriced"
"059 00 0 131.00","4927",62500,"105694","0.59","Underpriced"
"051 11 0 105.00","6942",110500,"186907","0.59","Underpriced"
"128 14 0 150.00","6733",130000,"221318","0.59","Underpriced"
"117 03 0 151.00","2426",320500,"544964","0.59","Underpriced"
"092 05 0 236.00","1127",67000,"113519","0.59","Underpriced"
"158 08 0 008.00","9226",500000,"844165","0.59","Underpriced"
"094 05 0 125.00","2328",140000,"238504","0.59","Underpriced"
"083 13 0 537.00","2326",215000,"365735","0.59","Underpriced"
"096 05 0 142.00","4130",97500,"165917","0.59","Underpriced"
"072 10 0 023.00","3627",115000,"193530","0.59","Underpriced"
"081 11 0 559.00","226",64900,"109880","0.59","Underpriced"
"119 14 0 088.00","3126",92200,"156832","0.59","Underpriced"
"131 04 0 101.00","3727",365000,"617802","0.59","Underpriced"
"071 15 0 159.00","3426",100000,"168290","0.59","Underpriced"
"060 16 0 047.00","4832",72500,"122360","0.59","Underpriced"
"060 16 0 318.00","4832",72500,"122360","0.59","Underpriced"
"092 02 0 445.00","1129",62000,"104493","0.59","Underpriced"
"102 16 0 037.00","4427",400000,"674944","0.59","Underpriced"
"103 09 0 073.00","4427",400000,"674944","0.59","Underpriced"
"150 03 0 171.00","4291",78000,"133126","0.59","Underpriced"
"117 03 0 062.00","2229",292000,"495294","0.59","Underpriced"
"132 06 0 036.00","9527",905000,"1521698","0.59","Underpriced"
"117 02 0 119.00","3226",347800,"590033","0.59","Underpriced"
"145 09 0 063.00","9226",500000,"844165","0.59","Underpriced"
"130 01 0 094.00","4328",350000,"594574","0.59","Underpriced"
"050 06 0 009.00","4831",70000,"118486","0.59","Underpriced"
"042 12 0 041.00","6928",88000,"150077","0.59","Underpriced"
"105 05 0 066.01","2227",212000,"361836","0.59","Underpriced"
"148 14 0 301.00","3929",74000,"125431","0.59","Underpriced"
"149 05 0 104.00","3827",70000,"118022","0.59","Underpriced"
"102 14 0 013.00","4428",240000,"404698","0.59","Underpriced"
"073 11 0 119.00","4127",112000,"190624","0.59","Underpriced"
"081 12 0 155.00","226",65000,"109880","0.59","Underpriced"
"072 06 0 265.00","3627",115000,"193530","0.59","Underpriced"
"072 10 0 037.00","3627",115000,"193530","0.59","Underpriced"
"149 04 0 073.00","6028",77500,"132146","0.59","Underpriced"
"094 02 0 018.00","2328",140000,"238504","0.59","Underpriced"
"150 07 0 414.00","6027",82000,"139199","0.59","Underpriced"
"081 15 0 176.00","226",65000,"109880","0.59","Underpriced"
"147 02 0 057.00","4026",160000,"271986","0.59","Underpriced"
"150 02 0 139.00","4291",78400,"133126","0.59","Underpriced"
"133 13 0 037.00","4026",160000,"271986","0.59","Underpriced"
"071 15 0 336.00","2026",117500,"197491","0.59","Underpriced"
"116 03 0 118.00","3227",468500,"796178","0.59","Underpriced"
"094 01 0 236.00","2328",140000,"238504","0.59","Underpriced"
"094 01 0 237.00","2328",140000,"238504","0.59","Underpriced"
"133 08 0 131.00","3926",78000,"132656","0.59","Underpriced"
"105 05 0 547.00","1626",285000,"485564","0.59","Underpriced"
"092 13 0 273.00","1126",221000,"377736","0.59","Underpriced"
"119 13 0 182.00","3179",86000,"145798","0.59","Underpriced"
"149 09 0 113.00","3827",70000,"118022","0.59","Underpriced"
"083 12 0 060.00","3629",139000,"234542","0.59","Underpriced"
"148 08 0 175.00","3827",70000,"118022","0.59","Underpriced"
"083 07 0 199.00","2726",171000,"288925","0.59","Underpriced"
"071 08 0 338.00","3426",100000,"168290","0.59","Underpriced"
"072 06 0 095.00","3628",123500,"208757","0.59","Underpriced"
"091 12 0 027.00","1226",148000,"251441","0.59","Underpriced"
"072 09 0 058.00","3426",100000,"168290","0.59","Underpriced"
"083 02 0 117.00","2726",170000,"288925","0.59","Underpriced"
"083 02 0 117.00","2726",170000,"288925","0.59","Underpriced"
"053 00 0 033.00","6926",95000,"160188","0.59","Underpriced"
"072 12 0 131.00","7330",120000,"203936","0.59","Underpriced"
"082 07 0 234.00","2026",116000,"197491","0.59","Underpriced"
"083 02 0 311.00","2726",170000,"288925","0.59","Underpriced"
"033 11 0 049.00","6929",80000,"136552","0.59","Underpriced"
"083 03 0 082.00","2726",171500,"288925","0.59","Underpriced"
"102 14 0 053.00","4426",206281,"347891","0.59","Underpriced"
"071 08 0 202.00","4832",72000,"122360","0.59","Underpriced"
"083 13 0 081.00","2326",214900,"365735","0.59","Underpriced"
"059 14 0 077.00","3533",63500,"108406","0.59","Underpriced"
"145 07 0 027.00","9226",500000,"844165","0.59","Underpriced"
"041 07 0 067.00","6829",80125,"135050","0.59","Underpriced"
"131 03 0 199.00","3727",367000,"617802","0.59","Underpriced"
"130 11 0 074.00","9226",499000,"844165","0.59","Underpriced"
"107 05 0 059.00","3026",60000,"102347","0.59","Underpriced"
"155 16 0 015.00","6734",189500,"320260","0.59","Underpriced"
"145 11 0 022.00","9529",490000,"827009","0.59","Underpriced"
"026 05 0 013.00","9326",95000,"159738","0.59","Underpriced"
"130 16 0 046.00","9226",500000,"844165","0.59","Underpriced"
"116 04 0 136.00","3227",469000,"796178","0.59","Underpriced"
"103 06 0 048.00","3339",150000,"252851","0.59","Underpriced"
"102 14 0 048.00","4426",204000,"347891","0.59","Underpriced"
"076 01 0 048.00","6229",91000,"155407","0.59","Underpriced"
"118 14 0 138.00","9528",350000,"589973","0.59","Underpriced"
"119 14 0 252.00","3126",92955,"156832","0.59","Underpriced"
"071 11 0 141.00","3426",100000,"168290","0.59","Underpriced"
"132 09 0 012.00","3727",361500,"617802","0.59","Underpriced"
"083 05 0 311.00","2326",215000,"365735","0.59","Underpriced"
"071 15 0 323.00","2026",117000,"197491","0.59","Underpriced"
"091 13 0 102.00","3329",90000,"153487","0.59","Underpriced"
"060 16 0 172.00","4832",72500,"122360","0.59","Underpriced"
"098 05 0 147.00","6235",115000,"196494","0.59","Underpriced"
"061 11 0 198.00","7328",141525,"240699","0.59","Underpriced"
"160 14 0 003.00","4027",205000,"348261","0.59","Underpriced"
"044 13 0 020.00","6226",80000,"135658","0.59","Underpriced"
"083 10 0 158.00","2326",215000,"365735","0.59","Underpriced"
"083 09 0 339.00","2326",215000,"365735","0.59","Underpriced"
"071 07 0 186.00","3426",100000,"168290","0.59","Underpriced"
"072 15 0 312.00","3626",131100,"223658","0.59","Underpriced"
"071 11 0 101.00","3426",100000,"168290","0.59","Underpriced"
"145 06 0 076.00","9226",500000,"844165","0.59","Underpriced"
"162 07 0 220.00","3929",74500,"125431","0.59","Underpriced"
"072 14 0 188.00","2726",169900,"288925","0.59","Underpriced"
"148 15 0 098.00","3928",72000,"121911","0.59","Underpriced"
"116 16 0 148.00","3228",387000,"652244","0.59","Underpriced"
"069 16 0 056.00","3529",78500,"133900","0.59","Underpriced"
"071 14 0 048.00","3527",101000,"172379","0.59","Underpriced"
"092 13 0 447.00","1126",223000,"377736","0.59","Underpriced"
"115 11 0 095.00","4429",362500,"618787","0.59","Underpriced"
"130 02 0 041.00","4328",350000,"594574","0.59","Underpriced"
"105 13 0 003.00","2228",330000,"558820","0.59","Underpriced"
"146 04 0 184.00","4026",160000,"271986","0.59","Underpriced"
"033 08 0 140.00","9327",74900,"127022","0.59","Underpriced"
"147 15 0 038.00","4028",116000,"197237","0.59","Underpriced"
"042 08 0 037.00","6942",110000,"186907","0.59","Underpriced"
"081 07 0 265.00","226",65000,"109880","0.59","Underpriced"
"114 00 0 225.00","6736",185000,"311998","0.59","Underpriced"
"105 02 0 496.00","1026",221450,"377237","0.59","Underpriced"
"071 02 0 012.00","3527",100845,"172379","0.59","Underpriced"
"050 02 0 043.00","4831",70000,"118486","0.59","Underpriced"
"060 02 0 207.00","4827",64000,"109132","0.59","Underpriced"
"072 08 0 070.00","7330",120450,"203936","0.59","Underpriced"
"072 07 0 215.00","3627",115000,"193530","0.59","Underpriced"
"108 16 0 020.00","4132",82500,"140536","0.59","Underpriced"
"061 11 0 255.00","7328",142000,"240699","0.59","Underpriced"
"072 11 0 427.00","7330",120000,"203936","0.59","Underpriced"
"132 06 0 024.00","9528",350000,"589973","0.59","Underpriced"
"043 04 0 028.00","6226",80000,"135658","0.59","Underpriced"
"091 10 0 277.00","3329",90000,"153487","0.59","Underpriced"
"145 00 0 165.00","9529",489000,"827009","0.59","Underpriced"
"132 01 0 093.00","9528",350000,"589973","0.59","Underpriced"
"104 11 0 068.00","2426",320500,"544964","0.59","Underpriced"
"107 09 0 037.00","3026",60000,"102347","0.59","Underpriced"
"103 04 0 048.00","2526",265000,"448384","0.59","Underpriced"
"094 01 0 174.00","2328",141000,"238504","0.59","Underpriced"
"071 05 0 072.00","3527",102000,"172379","0.59","Underpriced"
"103 08 0 192.00","2626",406000,"689119","0.59","Underpriced"
"081 08 0 294.00","126",155000,"263041","0.59","Underpriced"
"071 12 0 156.00","3426",100000,"168290","0.59","Underpriced"
"051 01 0 065.00","6932",61000,"104186","0.59","Underpriced"
"146 04 0 024.00","4026",160000,"271986","0.59","Underpriced"
"083 14 0 058.00","2326",215000,"365735","0.59","Underpriced"
"083 13 0 156.00","2326",216000,"365735","0.59","Underpriced"
"094 02 0 191.00","2328",140000,"238504","0.59","Underpriced"
"119 10 0 189.00","3126",92000,"156832","0.59","Underpriced"
"117 08 0 148.00","2226",415000,"702381","0.59","Underpriced"
"165 14 0 027.00","6328",86000,"145587","0.59","Underpriced"
"130 04 0 013.00","3229",570000,"970875","0.59","Underpriced"
"052 05 0 038.00","6927",68000,"116061","0.59","Underpriced"
"094 01 0 121.00","2328",140000,"238504","0.59","Underpriced"
"116 11 0 114.00","9026",840000,"1426267","0.59","Underpriced"
"098 01 0 109.00","6235",115000,"196494","0.59","Underpriced"
