"parcel_id","neighborhood","sale_price","avg_price","price_ratio","investment_flag"
"070 05 0 031.00","3528",100,"103706","0.00","Underpriced"
"083 13 0 143.00","2326",800,"365735","0.00","Underpriced"
"041 11 0 011.00","6829",100,"135050","0.00","Underpriced"
"136 11 0 005.00","6026",1000,"163435","0.01","Underpriced"
"091 14 0 015.00","3329",3000,"153487","0.02","Underpriced"
"082 04 0 277.00","3628",5000,"208757","0.02","Underpriced"
"098 00 0 207.00","6235",5000,"196494","0.03","Underpriced"
"091 06 0 295.00","1226",11000,"251441","0.04","Underpriced"
"094 01 0 194.00","2328",10000,"238504","0.04","Underpriced"
"083 02 0 184.00","2726",12000,"288925","0.04","Underpriced"
"094 12 0 025.00","4129",7250,"151691","0.05","Underpriced"
"116 14 0 031.00","4328",27500,"594574","0.05","Underpriced"
"169 00 0 088.00","6041",10000,"209627","0.05","Underpriced"
"082 16 0 192.00","2326",17500,"365735","0.05","Underpriced"
"052 01 0 308.00","6927",6000,"116061","0.05","Underpriced"
"050 10 0 140.00","4831",6500,"118486","0.05","Underpriced"
"052 13 0 047.00","4126",30000,"485693","0.06","Underpriced"
"071 10 0 029.00","3527",10139,"172379","0.06","Underpriced"
"080 04 0 030.00","3529",8500,"133900","0.06","Underpriced"
"082 07 0 435.00","2026",12500,"197491","0.06","Underpriced"
"081 11 0 237.00","226",7000,"109880","0.06","Underpriced"
"092 07 0 011.00","1129",6000,"104493","0.06","Underpriced"
"061 16 0 139.00","7328",15000,"240699","0.06","Underpriced"
"093 08 0 054.00","2328",15000,"238504","0.06","Underpriced"
"081 11 0 370.00","226",8000,"109880","0.07","Underpriced"
"096 13 0 049.00","4130",11347,"165917","0.07","Underpriced"
"146 10 0 039.00","9529",60000,"827009","0.07","Underpriced"
"071 12 0 224.00","3426",12000,"168290","0.07","Underpriced"
"053 11 0 039.00","6231",11500,"171226","0.07","Underpriced"
"081 07 0 228.00","226",7500,"109880","0.07","Underpriced"
"081 08 0 321.00","126",18000,"263041","0.07","Underpriced"
"092 09 0 230.00","1126",25500,"377736","0.07","Underpriced"
"050 04 0 041.00","6829",9000,"135050","0.07","Underpriced"
"069 04 0 022.00","3532",10000,"125687","0.08","Underpriced"
"093 16 0 183.00","1426",7500,"97659","0.08","Underpriced"
"082 04 0 219.00","3628",16000,"208757","0.08","Underpriced"
"071 08 0 037.00","4832",10000,"122360","0.08","Underpriced"
"061 10 0 022.00","4830",15000,"186566","0.08","Underpriced"
"052 13 0 049.00","4126",40000,"485693","0.08","Underpriced"
"080 12 0 071.00","3536",7500,"94074","0.08","Underpriced"
"058 16 0 035.00","3532",10000,"125687","0.08","Underpriced"
"091 02 0 077.00","1226",20000,"251441","0.08","Underpriced"
"072 13 0 253.00","3628",17500,"208757","0.08","Underpriced"
"082 07 0 033.00","2026",16000,"197491","0.08","Underpriced"
"092 04 0 290.00","126",20000,"263041","0.08","Underpriced"
"052 04 0 094.00","6927",9794,"116061","0.08","Underpriced"
"081 11 0 235.00","226",10000,"109880","0.09","Underpriced"
"081 15 0 039.00","226",9500,"109880","0.09","Underpriced"
"042 02 0 001.00","6930",18000,"205363","0.09","Underpriced"
"059 16 0 088.00","3527",15000,"172379","0.09","Underpriced"
"081 07 0 420.00","226",10000,"109880","0.09","Underpriced"
"059 16 0 090.00","3527",15000,"172379","0.09","Underpriced"
"072 09 0 420.00","3628",19000,"208757","0.09","Underpriced"
"071 15 0 083.00","3426",15000,"168290","0.09","Underpriced"
"053 12 0 142.00","6231",16000,"171226","0.09","Underpriced"
"053 12 0 143.00","6231",16000,"171226","0.09","Underpriced"
"070 08 0 186.00","3527",15000,"172379","0.09","Underpriced"
"094 02 0 190.00","2328",20900,"238504","0.09","Underpriced"
"064 09 0 029.00","6230",11000,"127241","0.09","Underpriced"
"136 13 0 110.00","6028",11500,"132146","0.09","Underpriced"
"105 05 0 246.00","1626",45000,"485564","0.09","Underpriced"
"043 13 0 396.00","6927",10000,"116061","0.09","Underpriced"
"081 11 0 432.00","226",10000,"109880","0.09","Underpriced"
"071 10 0 102.00","3527",15000,"172379","0.09","Underpriced"
"081 03 0 216.00","226",10000,"109880","0.09","Underpriced"
"082 12 0 206.00","1926",20000,"222213","0.09","Underpriced"
"105 04 0 112.00","1426",10000,"97659","0.10","Underpriced"
"043 09 0 133.00","6950",11000,"112923","0.10","Underpriced"
"094 01 0 208.00","2328",25000,"238504","0.10","Underpriced"
"119 01 0 413.00","3130",15000,"145811","0.10","Underpriced"
"051 04 0 047.00","6928",15000,"150077","0.10","Underpriced"
"176 05 0 030.00","6328",14000,"145587","0.10","Underpriced"
"093 08 0 038.00","2328",25000,"238504","0.10","Underpriced"
"093 16 0 308.00","1426",10000,"97659","0.10","Underpriced"
"093 08 0 054.00","2328",25000,"238504","0.10","Underpriced"
"092 05 0 147.00","1127",11500,"113519","0.10","Underpriced"
"133 01 0 254.00","3179",15000,"145798","0.10","Underpriced"
"081 07 0 141.00","226",11000,"109880","0.10","Underpriced"
"044 15 0 007.00","6226",14000,"135658","0.10","Underpriced"
"080 04 0 031.00","3529",14000,"133900","0.10","Underpriced"
"105 03 0 249.00","1426",10000,"97659","0.10","Underpriced"
"105 04 0 112.00","1426",10001,"97659","0.10","Underpriced"
"147 07 0 170.00","4030",9250,"89256","0.10","Underpriced"
"092 02 0 366.00","1129",11000,"104493","0.11","Underpriced"
"082 13 0 056.00","126",30000,"263041","0.11","Underpriced"
"092 09 0 330.00","1126",43000,"377736","0.11","Underpriced"
"092 06 0 161.00","1127",12000,"113519","0.11","Underpriced"
"081 11 0 537.00","226",12000,"109880","0.11","Underpriced"
"082 07 0 219.00","2026",21000,"197491","0.11","Underpriced"
"049 00 0 311.00","4927",12000,"105694","0.11","Underpriced"
"092 03 0 162.00","1129",12000,"104493","0.11","Underpriced"
"149 09 0 109.00","3827",13000,"118022","0.11","Underpriced"
"092 06 0 296.00","1127",12000,"113519","0.11","Underpriced"
"061 14 0 201.00","4830",20000,"186566","0.11","Underpriced"
"091 08 0 057.00","1127",12750,"113519","0.11","Underpriced"
"053 12 0 143.00","6231",21000,"171226","0.12","Underpriced"
"052 09 0 169.00","4126",60000,"485693","0.12","Underpriced"
"052 09 0 168.00","4126",60000,"485693","0.12","Underpriced"
"053 12 0 142.00","6231",21000,"171226","0.12","Underpriced"
"043 06 0 080.00","6950",13644,"112923","0.12","Underpriced"
"091 04 0 046.00","1127",14000,"113519","0.12","Underpriced"
"081 11 0 576.00","226",13500,"109880","0.12","Underpriced"
"119 11 0 096.00","3126",19000,"156832","0.12","Underpriced"
"075 13 0 060.00","6233",17000,"139410","0.12","Underpriced"
"052 09 0 168.00","4126",60000,"485693","0.12","Underpriced"
"070 07 0 194.00","3527",21000,"172379","0.12","Underpriced"
"071 16 0 434.00","3426",20000,"168290","0.12","Underpriced"
"071 16 0 330.00","3628",25000,"208757","0.12","Underpriced"
"052 09 0 169.00","4126",60000,"485693","0.12","Underpriced"
"025 03 0 015.00","9326",20000,"159738","0.13","Underpriced"
"052 01 0 045.00","6927",15000,"116061","0.13","Underpriced"
"053 12 0 135.00","6231",22000,"171226","0.13","Underpriced"
"018 16 0 136.00","9326",20000,"159738","0.13","Underpriced"
"071 07 0 056.00","4832",16000,"122360","0.13","Underpriced"
"092 13 0 233.00","1126",50000,"377736","0.13","Underpriced"
"081 11 0 358.00","226",14000,"109880","0.13","Underpriced"
"072 11 0 007.00","3627",24500,"193530","0.13","Underpriced"
"072 11 0 221.00","3627",26000,"193530","0.13","Underpriced"
"092 09 0 080.00","1127",15000,"113519","0.13","Underpriced"
"082 03 0 077.00","2026",25000,"197491","0.13","Underpriced"
"043 05 0 267.00","6950",15000,"112923","0.13","Underpriced"
"150 01 0 225.00","6028",17500,"132146","0.13","Underpriced"
"052 13 0 045.00","4126",65000,"485693","0.13","Underpriced"
"136 00 0 047.00","3826",18000,"135893","0.13","Underpriced"
"080 04 0 083.00","3529",16750,"133900","0.13","Underpriced"
"116 03 0 116.00","3227",100000,"796178","0.13","Underpriced"
"061 10 0 019.00","4830",24000,"186566","0.13","Underpriced"
"071 11 0 489.00","3426",24000,"168290","0.14","Underpriced"
"091 06 0 328.00","1226",35000,"251441","0.14","Underpriced"
"127 00 0 310.00","6736",45000,"311998","0.14","Underpriced"
"043 13 0 263.00","6927",16500,"116061","0.14","Underpriced"
"063 02 0 034.00","6926",22500,"160188","0.14","Underpriced"
"133 01 0 209.00","3179",20000,"145798","0.14","Underpriced"
"082 07 0 314.00","2026",27000,"197491","0.14","Underpriced"
"119 13 0 011.00","3179",20000,"145798","0.14","Underpriced"
"092 04 0 170.00","326",35000,"246853","0.14","Underpriced"
"041 06 0 041.00","6829",19500,"135050","0.14","Underpriced"
"133 02 0 393.00","3126",22500,"156832","0.14","Underpriced"
"081 15 0 448.00","226",15500,"109880","0.14","Underpriced"
"071 08 0 011.00","4832",17500,"122360","0.14","Underpriced"
"081 03 0 116.00","226",15000,"109880","0.14","Underpriced"
"092 06 0 161.00","1127",16000,"113519","0.14","Underpriced"
"082 07 0 223.00","2026",28000,"197491","0.14","Underpriced"
"072 13 0 353.00","3628",30000,"208757","0.14","Underpriced"
"081 11 0 013.00","3326",12000,"86160","0.14","Underpriced"
"063 02 0 033.00","6926",22500,"160188","0.14","Underpriced"
"082 04 0 204.00","3628",30000,"208757","0.14","Underpriced"
"072 13 0 326.00","3628",30000,"208757","0.14","Underpriced"
"082 03 0 120.00","2026",30000,"197491","0.15","Underpriced"
"061 15 0 274.00","7328",35000,"240699","0.15","Underpriced"
"081 15 0 066.00","226",17000,"109880","0.15","Underpriced"
"053 08 0 094.00","6231",25000,"171226","0.15","Underpriced"
"053 12 0 143.00","6231",25000,"171226","0.15","Underpriced"
"081 07 0 259.00","226",16000,"109880","0.15","Underpriced"
"053 12 0 142.00","6231",25000,"171226","0.15","Underpriced"
"082 03 0 316.00","2026",30200,"197491","0.15","Underpriced"
"091 10 0 025.01","3329",23000,"153487","0.15","Underpriced"
"071 07 0 039.00","4832",18500,"122360","0.15","Underpriced"
"070 02 0 028.00","3527",26000,"172379","0.15","Underpriced"
"071 11 0 098.00","3426",25703,"168290","0.15","Underpriced"
"071 15 0 031.00","3426",24900,"168290","0.15","Underpriced"
"081 10 0 302.00","3326",13000,"86160","0.15","Underpriced"
"082 04 0 042.00","2026",30000,"197491","0.15","Underpriced"
"063 12 0 063.00","6230",19000,"127241","0.15","Underpriced"
"062 00 0 270.00","4126",75000,"485693","0.15","Underpriced"
"053 03 0 254.00","6226",20000,"135658","0.15","Underpriced"
"081 03 0 036.00","3326",12926,"86160","0.15","Underpriced"
"127 00 0 036.00","6739",40000,"260060","0.15","Underpriced"
"093 16 0 308.00","1426",15000,"97659","0.15","Underpriced"
"082 07 0 294.00","2026",30000,"197491","0.15","Underpriced"
"093 16 0 089.00","1426",15000,"97659","0.15","Underpriced"
"071 11 0 116.00","3426",25000,"168290","0.15","Underpriced"
"061 03 0 161.00","7326",35000,"225910","0.15","Underpriced"
"061 16 0 140.00","7328",35000,"240699","0.15","Underpriced"
"119 05 0 248.00","3130",22000,"145811","0.15","Underpriced"
"070 04 0 084.00","3527",25000,"172379","0.15","Underpriced"
"081 15 0 096.00","226",17000,"109880","0.15","Underpriced"
"082 03 0 114.00","2026",30012,"197491","0.15","Underpriced"
"081 07 0 395.00","226",17000,"109880","0.15","Underpriced"
"050 13 0 036.00","4826",14500,"96607","0.15","Underpriced"
"071 15 0 433.00","2026",30000,"197491","0.15","Underpriced"
"119 05 0 316.00","3130",23000,"145811","0.16","Underpriced"
"082 11 0 057.00","2026",31500,"197491","0.16","Underpriced"
"052 09 0 168.00","4126",80000,"485693","0.16","Underpriced"
"072 11 0 476.00","3627",30000,"193530","0.16","Underpriced"
"072 11 0 221.00","3627",30000,"193530","0.16","Underpriced"
"082 08 0 173.00","1926",35000,"222213","0.16","Underpriced"
"052 09 0 169.00","4126",80000,"485693","0.16","Underpriced"
"075 12 0 018.00","6228",23000,"143937","0.16","Underpriced"
"092 05 0 314.00","1127",17700,"113519","0.16","Underpriced"
"026 01 0 050.00","9326",24900,"159738","0.16","Underpriced"
"133 05 0 001.00","3179",23000,"145798","0.16","Underpriced"
"052 01 0 178.00","6927",18000,"116061","0.16","Underpriced"
"061 07 0 168.00","7332",31600,"199703","0.16","Underpriced"
"082 07 0 299.00","2026",32500,"197491","0.16","Underpriced"
"053 12 0 135.00","6231",28000,"171226","0.16","Underpriced"
"072 11 0 220.00","3627",30000,"193530","0.16","Underpriced"
"096 10 0 244.00","4131",21000,"134317","0.16","Underpriced"
"092 06 0 507.00","1129",16500,"104493","0.16","Underpriced"
"092 04 0 290.00","126",42500,"263041","0.16","Underpriced"
"082 05 0 014.00","126",42500,"263041","0.16","Underpriced"
"091 13 0 376.00","3329",25000,"153487","0.16","Underpriced"
"092 06 0 361.00","1129",16960,"104493","0.16","Underpriced"
"092 06 0 421.00","1129",17000,"104493","0.16","Underpriced"
"018 07 0 062.00","9326",25000,"159738","0.16","Underpriced"
"070 09 0 024.00","3528",16500,"103706","0.16","Underpriced"
"119 15 0 158.00","3131",25000,"155391","0.16","Underpriced"
"176 05 0 030.00","6328",23000,"145587","0.16","Underpriced"
"071 02 0 055.00","3527",28000,"172379","0.16","Underpriced"
"018 00 0 164.00","9326",25000,"159738","0.16","Underpriced"
"052 02 0 229.00","6927",20000,"116061","0.17","Underpriced"
"094 05 0 039.00","2328",40000,"238504","0.17","Underpriced"
"092 09 0 330.00","1126",65000,"377736","0.17","Underpriced"
"071 02 0 040.00","3527",30000,"172379","0.17","Underpriced"
"081 16 0 037.00","226",18169,"109880","0.17","Underpriced"
"070 06 0 083.00","3527",30000,"172379","0.17","Underpriced"
"081 10 0 278.00","3326",15000,"86160","0.17","Underpriced"
"081 16 0 329.00","326",42400,"246853","0.17","Underpriced"
"092 09 0 215.00","1126",63500,"377736","0.17","Underpriced"
"081 02 0 096.00","3326",15000,"86160","0.17","Underpriced"
"070 15 0 018.00","3326",14900,"86160","0.17","Underpriced"
"094 05 0 083.00","2328",40000,"238504","0.17","Underpriced"
"072 04 0 100.00","7328",40000,"240699","0.17","Underpriced"
"071 15 0 178.00","3426",29000,"168290","0.17","Underpriced"
"083 15 0 197.00","3629",39900,"234542","0.17","Underpriced"
"053 08 0 061.00","6231",29000,"171226","0.17","Underpriced"
"133 16 0 111.00","3926",22000,"132656","0.17","Underpriced"
"103 08 0 062.00","2526",76875,"448384","0.17","Underpriced"
"118 04 0 304.00","3127",43000,"252002","0.17","Underpriced"
"133 01 0 051.00","3179",25000,"145798","0.17","Underpriced"
"081 08 0 397.00","126",45000,"263041","0.17","Underpriced"
"091 10 0 188.00","1228",23000,"133382","0.17","Underpriced"
"081 02 0 087.00","3326",15000,"86160","0.17","Underpriced"
"116 13 0 118.00","4328",100000,"594574","0.17","Underpriced"
"071 11 0 280.00","3426",28500,"168290","0.17","Underpriced"
"043 09 0 079.00","6950",19000,"112923","0.17","Underpriced"
"072 11 0 233.00","3627",35000,"193530","0.18","Underpriced"
"073 11 0 124.00","4127",34000,"190624","0.18","Underpriced"
"081 15 0 256.00","226",20000,"109880","0.18","Underpriced"
"136 11 0 053.00","6026",30000,"163435","0.18","Underpriced"
"050 10 0 065.00","4831",21500,"118486","0.18","Underpriced"
"070 04 0 044.00","3527",31000,"172379","0.18","Underpriced"
"075 13 0 060.00","6233",24500,"139410","0.18","Underpriced"
"092 05 0 325.00","1127",20000,"113519","0.18","Underpriced"
"062 00 0 149.00","4126",85000,"485693","0.18","Underpriced"
"052 05 0 037.00","6927",20488,"116061","0.18","Underpriced"
"082 07 0 027.00","2026",36000,"197491","0.18","Underpriced"
"082 07 0 180.00","2026",35000,"197491","0.18","Underpriced"
"134 13 0 228.00","3927",25000,"141184","0.18","Underpriced"
"053 07 0 064.00","6231",30000,"171226","0.18","Underpriced"
"093 08 0 049.00","2328",42500,"238504","0.18","Underpriced"
"082 07 0 200.00","2026",35000,"197491","0.18","Underpriced"
"081 06 0 308.00","3326",15500,"86160","0.18","Underpriced"
"072 11 0 514.00","3627",35000,"193530","0.18","Underpriced"
"071 15 0 214.00","3426",30000,"168290","0.18","Underpriced"
"071 15 0 218.00","3426",30000,"168290","0.18","Underpriced"
"071 15 0 513.00","3426",30000,"168290","0.18","Underpriced"
"071 15 0 514.00","3426",30000,"168290","0.18","Underpriced"
"082 12 0 212.00","1926",39000,"222213","0.18","Underpriced"
"042 14 0 039.00","6931",30000,"163888","0.18","Underpriced"
"175 08 0 008.00","6328",26350,"145587","0.18","Underpriced"
"091 08 0 282.00","1127",20400,"113519","0.18","Underpriced"
"081 08 0 126.00","226",20000,"109880","0.18","Underpriced"
"083 10 0 136.00","2326",65000,"365735","0.18","Underpriced"
"058 12 0 029.00","3532",22500,"125687","0.18","Underpriced"
"043 13 0 353.00","6927",20500,"116061","0.18","Underpriced"
"082 04 0 114.00","2026",35000,"197491","0.18","Underpriced"
"092 04 0 194.00","326",47500,"246853","0.19","Underpriced"
"081 06 0 447.00","3326",16750,"86160","0.19","Underpriced"
"095 07 0 045.00","4130",31000,"165917","0.19","Underpriced"
"071 02 0 012.00","3527",32500,"172379","0.19","Underpriced"
"081 06 0 441.00","3326",16000,"86160","0.19","Underpriced"
"092 06 0 008.00","1127",22000,"113519","0.19","Underpriced"
"148 03 0 187.00","3930",21000,"111986","0.19","Underpriced"
"083 02 0 266.00","2726",54000,"288925","0.19","Underpriced"
"072 13 0 326.00","3628",40500,"208757","0.19","Underpriced"
"082 03 0 090.00","2026",38000,"197491","0.19","Underpriced"
"081 16 0 604.00","126",50000,"263041","0.19","Underpriced"
"026 05 0 100.00","9326",29900,"159738","0.19","Underpriced"
"049 00 0 153.00","4927",20000,"105694","0.19","Underpriced"
"093 16 0 374.00","1426",18500,"97659","0.19","Underpriced"
"052 05 0 049.00","6927",22000,"116061","0.19","Underpriced"
"087 09 0 033.00","6229",30000,"155407","0.19","Underpriced"
"071 10 0 198.00","3426",31500,"168290","0.19","Underpriced"
"042 03 0 087.00","6942",36000,"186907","0.19","Underpriced"
"133 14 0 084.00","4026",55000,"271986","0.20","Underpriced"
"081 07 0 232.00","226",22500,"109880","0.20","Underpriced"
"082 07 0 199.00","2026",40000,"197491","0.20","Underpriced"
"092 13 0 016.00","1126",75000,"377736","0.20","Underpriced"
"071 12 0 270.00","3426",33686,"168290","0.20","Underpriced"
"071 10 0 039.00","3527",35000,"172379","0.20","Underpriced"
"060 12 0 100.00","4832",25000,"122360","0.20","Underpriced"
"083 11 0 193.00","3629",46000,"234542","0.20","Underpriced"
"092 13 0 151.00","1126",75000,"377736","0.20","Underpriced"
"091 07 0 171.00","1226",50000,"251441","0.20","Underpriced"
"133 01 0 346.00","3179",28790,"145798","0.20","Underpriced"
"072 09 0 083.00","3426",33000,"168290","0.20","Underpriced"
"071 08 0 382.00","4832",25000,"122360","0.20","Underpriced"
"071 15 0 451.00","2026",40000,"197491","0.20","Underpriced"
"135 07 0 002.00","4132",27500,"140536","0.20","Underpriced"
"148 10 0 045.00","3927",28500,"141184","0.20","Underpriced"
"059 14 0 090.00","3533",22000,"108406","0.20","Underpriced"
"082 07 0 516.00","2026",40000,"197491","0.20","Underpriced"
"104 01 0 056.00","1126",74930,"377736","0.20","Underpriced"
"081 11 0 576.00","226",22000,"109880","0.20","Underpriced"
"071 05 0 160.00","3527",36000,"172379","0.21","Underpriced"
"072 14 0 070.00","2726",62000,"288925","0.21","Underpriced"
"053 07 0 103.00","6226",28000,"135658","0.21","Underpriced"
"072 14 0 059.00","2726",60195,"288925","0.21","Underpriced"
"081 16 0 603.00","126",55000,"263041","0.21","Underpriced"
"094 05 0 100.00","2328",50100,"238504","0.21","Underpriced"
"084 11 0 119.00","4130",35000,"165917","0.21","Underpriced"
"082 12 0 068.00","1926",47000,"222213","0.21","Underpriced"
"133 01 0 213.00","3179",30000,"145798","0.21","Underpriced"
"133 01 0 294.00","3179",30000,"145798","0.21","Underpriced"
"071 02 0 187.00","3527",37000,"172379","0.21","Underpriced"
"095 14 0 028.00","4130",35000,"165917","0.21","Underpriced"
"081 16 0 329.00","326",52000,"246853","0.21","Underpriced"
"070 04 0 115.00","3527",36000,"172379","0.21","Underpriced"
"105 16 0 012.00","3127",52000,"252002","0.21","Underpriced"
"081 15 0 160.00","226",22700,"109880","0.21","Underpriced"
"119 13 0 046.00","3179",30000,"145798","0.21","Underpriced"
"071 12 0 144.00","3426",35000,"168290","0.21","Underpriced"
"133 01 0 094.00","3179",31000,"145798","0.21","Underpriced"
"060 08 0 069.00","4830",39500,"186566","0.21","Underpriced"
"149 05 0 111.00","3827",25000,"118022","0.21","Underpriced"
"064 05 0 022.00","6230",26500,"127241","0.21","Underpriced"
"080 08 0 260.00","3536",20000,"94074","0.21","Underpriced"
"093 08 0 061.00","2328",50000,"238504","0.21","Underpriced"
"081 15 0 055.00","226",23000,"109880","0.21","Underpriced"
"094 01 0 051.00","2328",51000,"238504","0.21","Underpriced"
"072 14 0 067.00","2726",60000,"288925","0.21","Underpriced"
"081 02 0 084.00","3326",18000,"86160","0.21","Underpriced"
"060 08 0 068.00","4830",40000,"186566","0.21","Underpriced"
"093 08 0 049.00","2328",50000,"238504","0.21","Underpriced"
"082 12 0 068.00","1926",47000,"222213","0.21","Underpriced"
"081 07 0 322.00","226",24000,"109880","0.22","Underpriced"
"080 04 0 109.00","3529",30000,"133900","0.22","Underpriced"
"081 07 0 237.00","226",24000,"109880","0.22","Underpriced"
"117 04 0 187.00","2228",123000,"558820","0.22","Underpriced"
"159 12 0 005.00","9530",110000,"497768","0.22","Underpriced"
"092 13 0 339.00","1126",84000,"377736","0.22","Underpriced"
"081 08 0 102.00","226",24000,"109880","0.22","Underpriced"
"105 07 0 168.00","3127",55000,"252002","0.22","Underpriced"
"072 11 0 081.00","3627",42000,"193530","0.22","Underpriced"
"059 01 0 034.00","4927",23500,"105694","0.22","Underpriced"
"119 10 0 059.00","3126",35000,"156832","0.22","Underpriced"
"053 12 0 259.00","6231",38000,"171226","0.22","Underpriced"
"063 08 0 240.00","6230",27500,"127241","0.22","Underpriced"
"064 01 0 120.00","4174",80000,"364552","0.22","Underpriced"
"091 11 0 129.00","1226",55000,"251441","0.22","Underpriced"
"119 01 0 479.00","3130",32000,"145811","0.22","Underpriced"
"133 01 0 228.00","3179",32500,"145798","0.22","Underpriced"
"091 06 0 263.00","1226",56000,"251441","0.22","Underpriced"
"043 05 0 282.00","6950",25000,"112923","0.22","Underpriced"
"081 12 0 185.00","226",24000,"109880","0.22","Underpriced"
"105 09 0 136.00","1626",105000,"485564","0.22","Underpriced"
"053 03 0 400.00","6226",30000,"135658","0.22","Underpriced"
"083 01 0 343.00","2726",65000,"288925","0.22","Underpriced"
"072 15 0 067.00","3627",42000,"193530","0.22","Underpriced"
"043 11 0 120.00","6950",25000,"112923","0.22","Underpriced"
"081 12 0 106.00","126",58600,"263041","0.22","Underpriced"
"071 03 0 119.00","4832",27000,"122360","0.22","Underpriced"
"162 13 0 176.00","4079",27800,"126870","0.22","Underpriced"
"052 16 0 116.00","6926",35000,"160188","0.22","Underpriced"
"052 02 0 159.00","6927",25000,"116061","0.22","Underpriced"
"081 07 0 321.00","226",24000,"109880","0.22","Underpriced"
"081 12 0 200.00","226",24000,"109880","0.22","Underpriced"
"081 08 0 029.00","226",24000,"109880","0.22","Underpriced"
"133 00 0 140.00","3926",30000,"132656","0.23","Underpriced"
"071 07 0 187.00","3426",38000,"168290","0.23","Underpriced"
"081 11 0 603.00","3326",20000,"86160","0.23","Underpriced"
"071 16 0 229.00","2026",45000,"197491","0.23","Underpriced"
"042 16 0 050.00","6928",35000,"150077","0.23","Underpriced"
"118 04 0 304.00","3127",57000,"252002","0.23","Underpriced"
"071 15 0 230.00","3426",38000,"168290","0.23","Underpriced"
"073 05 0 209.00","7329",50000,"216675","0.23","Underpriced"
"081 08 0 474.00","126",60000,"263041","0.23","Underpriced"
"072 15 0 334.00","3627",45000,"193530","0.23","Underpriced"
"150 06 0 177.00","6028",30000,"132146","0.23","Underpriced"
"071 12 0 067.00","3426",38300,"168290","0.23","Underpriced"
"108 12 0 061.00","4132",32100,"140536","0.23","Underpriced"
"081 11 0 574.00","226",25000,"109880","0.23","Underpriced"
"083 03 0 033.00","3627",45000,"193530","0.23","Underpriced"
"093 08 0 037.00","2328",55000,"238504","0.23","Underpriced"
"073 09 0 269.00","7329",48880,"216675","0.23","Underpriced"
"094 05 0 065.00","2328",55000,"238504","0.23","Underpriced"
"082 04 0 257.00","3628",47000,"208757","0.23","Underpriced"
"119 05 0 247.00","3130",33000,"145811","0.23","Underpriced"
"060 13 0 140.00","3535",17000,"74459","0.23","Underpriced"
"081 12 0 086.00","226",25000,"109880","0.23","Underpriced"
"119 01 0 467.00","3130",33000,"145811","0.23","Underpriced"
"092 13 0 280.00","1126",85000,"377736","0.23","Underpriced"
"094 05 0 048.00","2328",56000,"238504","0.23","Underpriced"
"082 07 0 211.00","2026",45200,"197491","0.23","Underpriced"
"093 08 0 061.00","2328",55000,"238504","0.23","Underpriced"
"148 06 0 163.00","3930",25500,"111986","0.23","Underpriced"
"071 10 0 102.00","3527",40000,"172379","0.23","Underpriced"
"091 06 0 238.00","1226",58495,"251441","0.23","Underpriced"
"105 09 0 110.00","2228",130000,"558820","0.23","Underpriced"
"082 12 0 201.00","1926",50000,"222213","0.23","Underpriced"
"050 07 0 026.00","4831",27500,"118486","0.23","Underpriced"
"105 05 0 267.00","1626",110000,"485564","0.23","Underpriced"
"081 15 0 092.00","226",25000,"109880","0.23","Underpriced"
"081 11 0 472.00","226",25000,"109880","0.23","Underpriced"
"119 02 0 152.00","3130",34000,"145811","0.23","Underpriced"
"052 01 0 202.00","6927",26691,"116061","0.23","Underpriced"
"119 05 0 420.00","3130",34000,"145811","0.23","Underpriced"
"131 12 0 092.00","3727",142000,"617802","0.23","Underpriced"
"071 11 0 489.00","3426",38600,"168290","0.23","Underpriced"
"081 07 0 381.00","226",25000,"109880","0.23","Underpriced"
"119 02 0 237.00","3130",33333,"145811","0.23","Underpriced"
"082 03 0 520.00","2026",45000,"197491","0.23","Underpriced"
"071 15 0 435.00","2026",45000,"197491","0.23","Underpriced"
"082 08 0 263.00","1926",53000,"222213","0.24","Underpriced"
"092 06 0 507.00","1129",25000,"104493","0.24","Underpriced"
"091 16 0 350.00","1126",92000,"377736","0.24","Underpriced"
"092 02 0 441.00","1129",25000,"104493","0.24","Underpriced"
"172 06 0 051.00","4027",85000,"348261","0.24","Underpriced"
"082 07 0 390.00","2026",47500,"197491","0.24","Underpriced"
"080 07 0 067.00","3536",22900,"94074","0.24","Underpriced"
"062 00 0 262.00","4126",115000,"485693","0.24","Underpriced"
"081 15 0 462.00","226",26000,"109880","0.24","Underpriced"
"092 08 0 075.00","326",60000,"246853","0.24","Underpriced"
"091 06 0 236.00","1226",60000,"251441","0.24","Underpriced"
"043 16 0 116.00","6927",28000,"116061","0.24","Underpriced"
"051 08 0 128.00","6927",28000,"116061","0.24","Underpriced"
"071 15 0 159.00","3426",40000,"168290","0.24","Underpriced"
"071 09 0 136.00","3527",42000,"172379","0.24","Underpriced"
"052 03 0 186.00","6927",27500,"116061","0.24","Underpriced"
"069 04 0 002.00","3532",30000,"125687","0.24","Underpriced"
"091 02 0 283.00","1226",60000,"251441","0.24","Underpriced"
"071 08 0 304.00","3426",40000,"168290","0.24","Underpriced"
"081 15 0 281.00","226",26000,"109880","0.24","Underpriced"
"061 06 0 077.00","4830",45000,"186566","0.24","Underpriced"
"082 04 0 159.00","3628",50000,"208757","0.24","Underpriced"
"118 04 0 118.00","3127",60000,"252002","0.24","Underpriced"
"119 07 0 164.00","3132",28500,"120464","0.24","Underpriced"
